CustomerKey,GeographyKey,CustomerName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Education,Occupation,HouseOwnerFlag,Address,FirstPurchaseDate
14451,334,Tyler Moore,29-11-1969,S,M,tyler14@adventure-works.com,130000,Graduate Degree,Management,0,9564 Wiget Lane,03-11-2012
14452,633,Alex Gonzalez,14-09-1967,M,M,alex37@adventure-works.com,70000,Partial College,Professional,1,3024 W Lake Drive,12-11-2012
14453,611,Jesse Scott,09-02-1962,S,M,jesse37@adventure-works.com,90000,Partial College,Professional,1,1013 Holiday Hills Dr.,04-11-2012
14454,331,Kayla Anderson,17-05-1940,M,F,kayla10@adventure-works.com,100000,Graduate Degree,Management,1,6566 Pinole Valley Rd.,02-04-2013
14455,53,Alexandra Mitchell,13-09-1968,M,F,alexandra53@adventure-works.com,80000,Partial College,Professional,1,1987 Jennifer Way,02-03-2013
14456,638,Benjamin Walker,04-09-1979,S,M,benjamin38@adventure-works.com,90000,Partial College,Professional,0,24 Megan Dr.,30-10-2012
14457,331,Thomas White,06-08-1968,M,M,thomas74@adventure-works.com,120000,Partial College,Professional,1,5825 Banyan Way,30-11-2012
14458,62,Jordan Yang,02-12-1967,M,M,jordan23@adventure-works.com,80000,Partial College,Professional,1,1544 Quiz Street,17-07-2013
14459,68,Cody Gray,07-12-1967,S,M,cody6@adventure-works.com,80000,Partial College,Professional,1,6415 Mayda Way,14-06-2013
14460,616,Jose Long,06-04-1968,M,M,jose32@adventure-works.com,100000,Partial College,Professional,1,4279 Patricia Ave,04-12-2013
14461,641,Chloe Gonzalez,12-05-1968,M,F,chloe15@adventure-works.com,100000,Partial College,Professional,1,1348 Montego,20-12-2012
14462,300,Beth Sanz,30-12-1967,M,F,beth22@adventure-works.com,110000,Bachelors,Management,1,7207 St. Andrews Way,17-09-2013
14463,312,Julia Patterson,06-10-1973,M,F,julia76@adventure-works.com,120000,Partial College,Professional,1,3769 Loma Linda,08-03-2013
14464,358,Elizabeth Price,25-12-1967,M,F,elizabeth29@adventure-works.com,130000,Bachelors,Management,1,791 South Villa Way,15-12-2012
14465,542,Dakota Patterson,21-08-1966,M,M,dakota9@adventure-works.com,90000,High School,Professional,1,9274 Dayton Court,08-02-2013
14466,546,Logan Adams,21-08-1966,M,M,logan42@adventure-works.com,90000,High School,Professional,1,485 Ash Lane,13-10-2013
14467,634,Aidan Russell,01-11-1966,M,M,aidan21@adventure-works.com,90000,High School,Professional,1,2225 Rogers Ave.,10-05-2013
14468,642,Grace Rivera,07-10-1966,S,F,grace33@adventure-works.com,90000,High School,Professional,1,6922 Hamlet,11-02-2013
14469,648,Angela Bell,20-10-1966,M,F,angela40@adventure-works.com,100000,Partial College,Professional,1,4460 Carob Way,31-03-2013
14470,339,Jeremy Robinson,01-02-1972,M,M,jeremy4@adventure-works.com,130000,Bachelors,Management,1,5 Curletto Dr.,17-12-2012
14471,358,Gabriel Gonzalez,14-01-1967,S,M,gabriel39@adventure-works.com,130000,Bachelors,Management,0,8867 Terranova Drive,01-12-2012
14472,361,Natalie Diaz,01-12-1966,M,F,natalie44@adventure-works.com,130000,Bachelors,Management,1,3124 Fall Creek,25-12-2012
14473,368,Miguel King,31-01-1972,M,M,miguel27@adventure-works.com,160000,Bachelors,Management,1,7902 Grammercy Lane,07-12-2012
14474,348,Jacqueline Murphy,17-09-1966,M,F,jacqueline39@adventure-works.com,60000,High School,Professional,0,9118 McNutt Ave,28-01-2014
14475,637,Isabella Perry,09-08-1966,M,F,isabella18@adventure-works.com,60000,High School,Professional,0,8368 Birchwood,17-04-2013
14476,612,Bryce Reed,17-07-1960,M,M,bryce19@adventure-works.com,60000,High School,Professional,0,1694 Rheem Blvd.,26-08-2013
14477,368,Lauren Lee,03-02-1961,S,F,lauren40@adventure-works.com,70000,High School,Professional,1,3543 Hilton Way,04-12-2012
14478,51,Abigail Patterson,05-08-1965,S,F,abigail35@adventure-works.com,80000,Partial High School,Skilled Manual,1,7401 Las Palmas,09-06-2013
14479,385,Samantha Smith,20-03-1942,S,F,samantha2@adventure-works.com,170000,Graduate Degree,Management,0,205 Choctaw Court,12-12-2013
14480,68,Jackson Gonzalez,02-05-1971,M,M,jackson38@adventure-works.com,80000,Partial College,Professional,1,6558 Nulty Drive,12-08-2013
14481,611,Mary Edwards,29-01-1966,S,F,mary15@adventure-works.com,90000,High School,Professional,1,91 Kalima Place,18-12-2012
14482,539,Noah Perez,19-01-1966,M,M,noah30@adventure-works.com,90000,High School,Professional,1,4340 Ohara Ct,05-01-2014
14483,542,Nicole Henderson,19-01-1966,M,F,nicole53@adventure-works.com,90000,High School,Professional,1,5333 Garaventa Drive,16-05-2013
14484,343,Samantha Hall,03-09-1971,M,F,samantha25@adventure-works.com,130000,Bachelors,Management,0,1954 Sudan Loop,02-12-2012
14485,355,Bailey Stewart,09-12-1965,M,F,bailey23@adventure-works.com,160000,Partial College,Professional,1,5823 Trail Way,18-12-2012
14486,368,Jonathan Coleman,16-09-1965,M,M,jonathan5@adventure-works.com,170000,Graduate Degree,Management,1,9697 Clear Court,28-11-2012
14487,358,Seth Hall,04-04-1960,M,M,seth23@adventure-works.com,60000,Partial High School,Skilled Manual,1,1330 Guadalupe Dr.,09-06-2013
14488,299,Connor Hughes,02-09-1959,M,M,connor6@adventure-works.com,70000,High School,Professional,1,4892 St. Andrews Drive,09-10-2013
14489,325,Jason Wang,10-06-1964,M,M,jason22@adventure-works.com,70000,Graduate Degree,Management,1,2967 St. George Dr,27-10-2013
14490,312,Aidan Butler,13-10-1964,M,M,aidan15@adventure-works.com,70000,Graduate Degree,Management,1,8379 Surf View Drive,04-12-2013
14491,359,Isaac Bailey,03-05-1959,S,M,isaac15@adventure-works.com,70000,Graduate Degree,Management,1,82 Mt. Dell Dr.,26-05-2013
14492,635,Justin Patterson,23-11-1958,M,M,justin7@adventure-works.com,70000,Graduate Degree,Management,1,5024 Euclid Avenue,20-04-2013
14493,374,Sara Parker,22-01-1959,S,F,sara33@adventure-works.com,70000,Graduate Degree,Management,0,8993 Escobar,05-12-2013
14494,548,Cameron Diaz,13-05-1964,M,M,cameron17@adventure-works.com,60000,Graduate Degree,Management,1,5408 South St,01-12-2012
14495,326,Nathan Diaz,21-12-1957,M,M,nathan18@adventure-works.com,40000,Partial College,Professional,0,6002 Hickory Drive,18-12-2012
14496,51,Cindy Stewart,17-04-1958,M,F,cindy23@adventure-works.com,40000,Partial College,Professional,0,6709 Prestwick Ave,04-06-2013
14497,52,Allison Scott,30-09-1963,M,F,allison36@adventure-works.com,40000,Partial College,Professional,0,2015 Sunset Circle,01-06-2013
14498,307,Katie Luo,20-03-1943,M,F,katie8@adventure-works.com,70000,Graduate Degree,Management,1,5254 Daylight Place,29-11-2012
14499,315,Samuel Flores,07-10-1942,M,M,samuel11@adventure-works.com,100000,Graduate Degree,Management,1,869 Lori Court,30-10-2013
14500,374,Jasmine Ward,18-05-1943,S,F,jasmine31@adventure-works.com,130000,Bachelors,Management,0,1707 Willowwood Ct.,15-01-2014
14501,300,Ruben Prasad,10-11-1943,M,M,ruben10@adventure-works.com,80000,Graduate Degree,Management,1,249 Alexander Pl.,29-12-2010
14502,53,Katelyn Wright,10-03-1944,M,F,katelyn44@adventure-works.com,90000,Bachelors,Management,1,1686 Terranova Drive,18-03-2013
14503,644,Brianna Alexander,17-09-1943,M,F,brianna64@adventure-works.com,90000,Bachelors,Management,1,6608 Calle Verde Dr.,18-05-2013
14504,69,Nicole Jones,18-02-1944,M,F,nicole3@adventure-works.com,110000,Graduate Degree,Management,1,7929 Blocking Ct.,22-07-2013
14505,300,Alex Edwards,22-11-1943,M,M,alex28@adventure-works.com,130000,Bachelors,Management,1,4681 Mt. Whitney,14-02-2013
14506,536,Stacy Suarez,17-11-1945,M,F,stacy20@adventure-works.com,90000,Bachelors,Management,0,7341 Mt. Washington Way,13-11-2013
14507,385,Eric Wright,01-03-1946,M,M,eric60@adventure-works.com,100000,Graduate Degree,Management,1,6046 Flamingo Drive,12-02-2013
14508,345,Madison Hall,02-04-1946,M,F,madison24@adventure-works.com,100000,Graduate Degree,Management,1,881 Brannan Pl.,28-05-2013
14509,536,Bridget Deng,30-08-1973,S,F,bridget2@adventure-works.com,90000,Partial College,Skilled Manual,0,5967 Greystone Dr.,29-09-2013
14510,616,Samuel Hernandez,17-08-1973,S,M,samuel49@adventure-works.com,100000,Bachelors,Management,1,8693 Balhan Dr.,22-01-2011
14511,618,Danielle Rogers,23-05-1974,M,F,danielle22@adventure-works.com,100000,Bachelors,Management,1,4369 Change Circle,05-04-2013
14512,633,Christopher Jones,03-09-1979,M,M,christopher27@adventure-works.com,100000,Bachelors,Management,1,5077 Bannock Ct.,06-02-2013
14513,302,Alexandra Turner,20-05-1974,M,F,alexandra48@adventure-works.com,130000,Graduate Degree,Management,1,3995 Tiffin Dr.,20-10-2013
14514,299,Rachel Jones,10-03-1985,S,F,rachel5@adventure-works.com,30000,Partial College,Skilled Manual,1,3358 Thornhill Place,26-01-2014
14515,335,Anna Cooper,06-02-1985,S,F,anna13@adventure-works.com,30000,Partial College,Skilled Manual,1,6968 Wren Ave.,15-10-2013
14516,7,Tommy Lal,25-05-1950,S,M,tommy5@adventure-works.com,10000,High School,Skilled Manual,1,2110 Elm St.,21-02-2013
14517,12,Ebony Rodriguez,14-01-1961,M,F,ebony20@adventure-works.com,20000,High School,Skilled Manual,0,416 Yosemite Circle,10-07-2013
14518,21,Ann Mehta,07-05-1953,M,F,ann19@adventure-works.com,10000,High School,Skilled Manual,1,9618 Fall Creek Road,17-02-2013
14519,536,Denise Rana,18-05-1984,S,F,denise12@adventure-works.com,40000,Partial College,Skilled Manual,1,5935 Isabel,13-03-2013
14520,611,Bonnie Xu,16-06-1984,S,F,bonnie10@adventure-works.com,40000,Partial College,Skilled Manual,0,3981 Bell Drive,04-01-2011
14521,24,Rodney Romero,09-04-1953,M,M,rodney5@adventure-works.com,20000,High School,Skilled Manual,0,8055 Kiska Court,18-07-2013
14522,36,Omar Zheng,16-02-1953,M,M,omar18@adventure-works.com,20000,High School,Skilled Manual,1,8527 Rock Oak Road,14-05-2013
14523,16,Lydia Fernandez,25-05-1953,M,F,lydia14@adventure-works.com,30000,Partial College,Clerical,0,4188 Lodge Dr.,16-09-2012
14524,212,Carla Prasad,16-11-1983,M,F,carla12@adventure-works.com,10000,Graduate Degree,Manual,1,"99, avenue du Président-Kennedy",04-03-2012
14525,238,Claudia Sun,05-12-1982,M,F,claudia12@adventure-works.com,10000,Graduate Degree,Manual,1,"110, boulevard Beau Marchais",08-04-2011
14526,127,Emily Hall,09-07-1967,M,F,emily24@adventure-works.com,10000,Graduate Degree,Manual,1,Hellweg 4534,15-06-2013
14527,133,Kurt Raji,06-04-1968,M,M,kurt20@adventure-works.com,10000,Graduate Degree,Manual,1,Auf den Kuhlen Straße 765,10-11-2013
14528,149,Casey Ramos,29-11-1973,M,M,casey41@adventure-works.com,10000,Graduate Degree,Manual,1,Kulmer Straße 123,27-07-2013
14529,270,Kaitlin Sai,30-09-1967,S,F,kaitlin5@adventure-works.com,20000,Graduate Degree,Clerical,1,9440 First Ave.,13-04-2013
14530,271,Ethan Smith,29-02-1968,M,M,ethan29@adventure-works.com,20000,Graduate Degree,Clerical,1,7293 Stanford Way,20-03-2013
14531,271,Abigail Garcia,21-07-1967,M,F,abigail57@adventure-works.com,20000,Graduate Degree,Clerical,1,1398 Morengo Court,24-02-2013
14532,216,Barbara Wu,17-05-1979,M,F,barbara16@adventure-works.com,20000,Graduate Degree,Clerical,1,"818, rue de Berri",15-03-2013
14533,229,Roberto Alonso,05-10-1983,S,M,roberto8@adventure-works.com,10000,Bachelors,Manual,1,3280 Oliveria Road,04-09-2013
14534,207,Abby Rana,22-10-1966,S,F,abby8@adventure-works.com,10000,Bachelors,Manual,1,"2401, rue des Bouchers",04-11-2013
14535,240,Dustin Anand,12-05-1972,S,M,dustin22@adventure-works.com,20000,Graduate Degree,Clerical,1,8827 Ward Court,08-03-2013
14536,180,Krystal Wu,30-12-1966,S,F,krystal7@adventure-works.com,20000,Graduate Degree,Clerical,1,"816, avenue des Champs-Elysées",03-07-2013
14537,153,Clayton Cai,11-03-1941,M,M,clayton18@adventure-works.com,20000,Graduate Degree,Clerical,1,Auf Der Steige 9000,07-07-2013
14538,187,Katherine Brown,18-10-1967,S,F,katherine75@adventure-works.com,30000,Graduate Degree,Clerical,1,"22, quai Paul Doumer",04-03-2012
14539,197,Carrie Alonso,18-06-1968,S,F,carrie8@adventure-works.com,30000,Graduate Degree,Clerical,1,"34, rue Philibert-Delorme",02-03-2012
14540,257,Randy Lin,16-10-1963,M,M,randy9@adventure-works.com,10000,Bachelors,Manual,1,8848 Auburn,09-03-2013
14541,171,Douglas Kapoor,14-11-1963,S,M,douglas5@adventure-works.com,20000,Graduate Degree,Clerical,1,Hellweg 4754,08-09-2011
14542,261,Alex Ward,04-05-1979,M,M,alex16@adventure-works.com,10000,Bachelors,Clerical,1,4402 Grant St.,19-07-2013
14543,134,Heather Lu,08-02-1963,M,F,heather10@adventure-works.com,10000,Partial College,Manual,1,Dunckerstr 7255,05-07-2013
14544,189,Darryl West,11-09-1962,S,M,darryl1@adventure-works.com,10000,Partial College,Manual,1,"652, rue de Berri",11-05-2013
14545,234,Faith Henderson,14-03-1973,M,F,faith4@adventure-works.com,10000,Partial College,Manual,1,3532 Brookview Drive,13-04-2013
14546,262,Christina Sanchez,07-09-1961,M,F,christina22@adventure-works.com,10000,Partial College,Manual,1,5492 Hacienda Drive,18-03-2013
14547,267,Noah Thompson,01-01-1961,M,M,noah63@adventure-works.com,10000,Partial College,Manual,1,9676 Hidden Lakes Court,23-11-2013
14548,186,Maria Turner,17-12-1960,M,F,maria48@adventure-works.com,10000,Partial College,Manual,1,"380, avenue de Malakoff",01-11-2013
14549,126,Arturo Goel,26-05-1961,M,M,arturo44@adventure-works.com,10000,Partial College,Manual,1,Zur Lindung 7,16-08-2013
14550,180,Kristy Vazquez,05-10-1953,M,F,kristy13@adventure-works.com,10000,Bachelors,Clerical,1,"7111, avenue Foch",07-09-2013
14551,168,Michele Vance,23-04-1943,M,F,michele59@adventure-works.com,20000,Bachelors,Clerical,1,Kappellweg 242,20-12-2013
14552,229,Daisy Ramos,14-04-1945,M,F,daisy12@adventure-works.com,20000,Bachelors,Clerical,1,3162 Glaze Dr.,22-10-2013
14553,266,Leah Ma,02-04-1946,M,F,leah12@adventure-works.com,20000,Bachelors,Clerical,1,2233 California St.,20-03-2013
14554,269,Isaac Mitchell,03-07-1951,M,M,isaac33@adventure-works.com,20000,Bachelors,Clerical,1,6683 Brookside Drive,07-04-2013
14555,185,Jodi Kumar,13-05-1948,S,F,jodi7@adventure-works.com,10000,Partial College,Manual,1,"66, rue Georges-Clémenceau",28-03-2012
14556,221,Rafael He,21-09-1948,M,M,rafael19@adventure-works.com,10000,Partial College,Manual,1,"8881, rue Villedo",26-09-2013
14557,31,Mathew Sanz,22-03-1986,M,M,mathew16@adventure-works.com,10000,Partial College,Manual,1,6350 Lakeview Pl.,29-01-2013
14558,648,Marcel Truempy,08-11-1981,M,F,marcel0@adventure-works.com,50000,Bachelors,Skilled Manual,1,8844 Bel Aire Drive,25-01-2011
14559,337,Ashley Washington,20-03-1976,M,F,ashley40@adventure-works.com,50000,Bachelors,Skilled Manual,1,5456 Old Oak Drive,16-01-2011
14560,298,Kelvin Huang,31-03-1976,M,M,kelvin25@adventure-works.com,50000,Bachelors,Skilled Manual,1,410 Cardinet Drive,05-01-2011
14561,64,Eduardo Miller,24-05-1981,M,M,eduardo5@adventure-works.com,50000,Bachelors,Skilled Manual,1,7268 Norcross Lane,01-02-2013
14562,311,Bryce Stewart,07-10-1975,M,M,bryce21@adventure-works.com,50000,Bachelors,Skilled Manual,1,744 Piedra Dr.,19-05-2013
14563,631,Fernando Carter,24-03-1975,M,M,fernando35@adventure-works.com,50000,Bachelors,Skilled Manual,1,515 Wiget Lane,24-07-2013
14564,359,Chloe Bailey,31-01-1980,M,F,chloe53@adventure-works.com,50000,Bachelors,Skilled Manual,1,9913 Mt. Whitney Way,19-12-2013
14565,343,Natalie Hernandez,29-09-1974,S,F,natalie61@adventure-works.com,50000,Bachelors,Skilled Manual,1,1885 Riverside Drive,03-02-2011
14566,50,Kaylee Mitchell,02-04-1977,M,F,kaylee33@adventure-works.com,60000,Graduate Degree,Professional,1,4752 Willow Creek Ct.,17-04-2013
14567,64,Seth Thomas,21-05-1982,M,M,seth11@adventure-works.com,60000,Graduate Degree,Professional,1,5291 Juliet Court,28-01-2013
14568,536,Priscilla Kumar,09-03-1982,S,F,priscilla7@adventure-works.com,60000,Graduate Degree,Professional,1,6763 Northridge Drive,07-04-2013
14569,609,Kristopher Rodriguez,12-06-1982,M,M,kristopher18@adventure-works.com,60000,Graduate Degree,Professional,1,2290 Mt. Hood Circle,22-10-2013
14570,648,Hannah Henderson,19-10-1976,M,F,hannah28@adventure-works.com,60000,Graduate Degree,Professional,1,6064 Tosca Way,05-05-2013
14571,298,Rachel Richardson,23-04-1982,M,F,rachel38@adventure-works.com,60000,Graduate Degree,Professional,1,3462 Briarcliff Ct.,21-08-2013
14572,336,Melanie Foster,13-10-1976,M,F,melanie3@adventure-works.com,70000,Graduate Degree,Professional,1,7933 Ashwood Dr,16-02-2011
14573,552,Madison Wood,02-02-1980,M,F,madison37@adventure-works.com,60000,Graduate Degree,Professional,1,9515 Henning Dr.,26-09-2013
14574,66,Katherine Powell,15-09-1974,S,F,katherine34@adventure-works.com,60000,Graduate Degree,Professional,1,6024 Bluetail,23-06-2013
14575,634,Rachel Lee,07-05-1980,M,F,rachel25@adventure-works.com,60000,Graduate Degree,Professional,1,8831 Cloverleaf Circle,23-01-2014
14576,635,Anna Price,19-05-1979,S,F,anna25@adventure-works.com,60000,Bachelors,Skilled Manual,0,3884 Beauty Street,10-02-2011
14577,539,Natalie Rogers,10-12-1973,S,F,natalie3@adventure-works.com,60000,Bachelors,Skilled Manual,1,2946 Frame Ct,26-02-2011
14578,49,Jonathan Carter,05-01-1979,M,M,jonathan39@adventure-works.com,60000,Bachelors,Skilled Manual,1,2752 Northridge Road,28-06-2013
14579,542,Luis Henderson,22-04-1974,S,M,luis3@adventure-works.com,60000,Bachelors,Skilled Manual,1,8982 Mt. Etna,03-03-2013
14580,347,Kyle Diaz,13-03-1978,S,M,kyle17@adventure-works.com,40000,Bachelors,Professional,0,6299 Elmonte Drive,16-03-2011
14581,547,Kevin Adams,17-10-1978,S,M,kevin54@adventure-works.com,40000,Bachelors,Professional,0,7961 Red Maple Ct.,06-03-2011
14582,69,Marcus Reed,30-01-1981,M,M,marcus95@adventure-works.com,60000,Graduate Degree,Professional,1,538 Rahn Court,10-02-2013
14583,542,Sydney Morris,10-11-1975,M,F,sydney2@adventure-works.com,60000,Graduate Degree,Professional,1,975 Harris Circle,03-01-2014
14584,383,Gabrielle Mitchell,05-04-1976,S,F,gabrielle54@adventure-works.com,80000,Graduate Degree,Professional,1,1692 Collins Dr.,07-03-2011
14585,385,Kimberly Torres,19-04-1981,M,F,kimberly7@adventure-works.com,80000,Graduate Degree,Professional,1,9809 Baltic Sea Ct,26-03-2011
14586,58,Todd Rowe,10-05-1973,S,F,todd21@adventure-works.com,70000,Bachelors,Skilled Manual,1,1908 San Jose Ave,19-11-2013
14587,543,Jade Peterson,31-03-1973,S,F,jade4@adventure-works.com,50000,Bachelors,Skilled Manual,1,3249 Riverside Drive,27-05-2013
14588,635,Alexander Taylor,18-01-1973,S,M,alexander13@adventure-works.com,50000,Bachelors,Skilled Manual,1,4660 Glenside Court,20-09-2013
14589,355,Mackenzie Cook,29-01-1977,S,F,mackenzie20@adventure-works.com,60000,Bachelors,Skilled Manual,0,8986 Wildewood Dr.,29-03-2011
14590,311,Marissa Butler,22-04-1977,S,F,marissa11@adventure-works.com,60000,Bachelors,Skilled Manual,1,4817 Gate Drive,19-03-2011
14591,335,Charles Harris,06-10-1971,S,M,charles17@adventure-works.com,60000,Graduate Degree,Professional,1,4173 Wheel Ave.,07-04-2011
14592,644,Jessica Thompson,23-01-1972,M,F,jessica63@adventure-works.com,60000,Graduate Degree,Professional,1,4418 Lisa Lee Lane,02-06-2013
14593,383,Jack Washington,13-07-1971,M,M,jack13@adventure-works.com,60000,Graduate Degree,Professional,1,8355 Lighthouse Way,17-06-2013
14594,383,Lauren Taylor,18-02-1972,M,F,lauren27@adventure-works.com,60000,Graduate Degree,Professional,1,1177 Oily Road,28-04-2013
14595,325,Andrea Ward,06-04-1977,M,F,andrea13@adventure-works.com,60000,Graduate Degree,Professional,1,3337 Roland Ct,30-10-2013
14596,326,Amber Hill,13-05-1972,M,F,amber13@adventure-works.com,70000,Graduate Degree,Professional,1,1299 Carpetta Circle,12-04-2011
14597,51,Sean Reed,01-10-1971,M,M,sean28@adventure-works.com,70000,Graduate Degree,Professional,1,9129 Shenandoah Dr.,28-06-2013
14598,68,Miranda Ross,18-02-1975,M,F,miranda4@adventure-works.com,70000,Graduate Degree,Professional,1,1454 Colton Ln,03-06-2013
14599,543,Charles Wilson,24-09-1974,M,M,charles10@adventure-works.com,70000,Graduate Degree,Professional,1,1050 Creed Ave,22-04-2011
14600,632,Ariana Ramirez,14-10-1980,M,F,ariana6@adventure-works.com,70000,Graduate Degree,Professional,1,2063 Trafalgar Circle,10-09-2013
14601,311,Nicolas Rai,06-10-1980,M,M,nicolas16@adventure-works.com,80000,Graduate Degree,Professional,1,7554 Grammercy Lane,29-04-2011
14602,383,Kaylee Kelly,08-03-1975,M,F,kaylee1@adventure-works.com,80000,Graduate Degree,Professional,1,1277 Juniper Drive,06-04-2011
14603,355,Sara Ward,06-10-1970,S,F,sara13@adventure-works.com,80000,Bachelors,Skilled Manual,1,4827 San Marino Ct,07-04-2011
14604,69,Nicholas Rodriguez,01-04-1971,M,M,nicholas0@adventure-works.com,80000,Bachelors,Skilled Manual,1,6652 Deerwood Court,04-02-2013
14605,62,Allison Brooks,25-03-1971,S,F,allison0@adventure-works.com,80000,Bachelors,Skilled Manual,0,9395 Aspect Dr,27-06-2013
14606,69,Amanda Cooper,11-02-1971,S,F,amanda8@adventure-works.com,80000,Bachelors,Skilled Manual,0,6196 Nottingham Place,19-06-2013
14607,542,Isaiah Nelson,01-05-1975,M,M,isaiah33@adventure-works.com,50000,Bachelors,Skilled Manual,1,4166 Deercreek Ln.,10-11-2013
14608,611,Warren Gao,03-08-1969,M,M,warren29@adventure-works.com,50000,Bachelors,Skilled Manual,1,8193 North 126th St,21-04-2013
14609,343,Julia Phillips,03-01-1970,S,F,julia5@adventure-works.com,50000,Bachelors,Skilled Manual,1,1288 Mt. Dias Blvd.,19-06-2013
14610,616,Lauren Jenkins,21-09-1969,S,F,lauren54@adventure-works.com,50000,Bachelors,Skilled Manual,1,6697 Ridge Park Drive,05-04-2011
14611,68,Zoe James,18-07-1969,S,F,zoe7@adventure-works.com,50000,Bachelors,Skilled Manual,1,8623 Merry Circle,04-09-2013
14612,300,Ernest Zhang,16-07-1974,M,M,ernest0@adventure-works.com,60000,Bachelors,Professional,1,3450 Oakleaf Ct.,04-12-2013
14613,611,Glenn Huang,02-02-1980,M,M,glenn6@adventure-works.com,60000,Bachelors,Professional,1,1465 Dover Drive,28-04-2011
14614,310,Dylan Bryant,07-02-1979,S,M,dylan17@adventure-works.com,60000,Bachelors,Professional,0,4645 Mehaffey Way,28-05-2011
14615,311,Audrey Dominguez,06-01-1985,S,F,audrey14@adventure-works.com,60000,Bachelors,Professional,0,5124 Palmer Rd.,30-10-2013
14616,311,Emma Sandberg,14-08-1973,S,F,emma47@adventure-works.com,60000,Bachelors,Professional,1,1190 Hill Top Rd.,26-05-2011
14617,614,Aaron Flores,02-08-1968,S,M,aaron11@adventure-works.com,60000,Bachelors,Professional,0,8225 Northridge Road,12-05-2011
14618,618,Gabrielle Baker,05-09-1974,M,F,gabrielle59@adventure-works.com,60000,Graduate Degree,Professional,1,6804 Coggins Drive,30-09-2013
14619,618,Nathaniel Sanders,22-02-1974,M,M,nathaniel4@adventure-works.com,60000,Graduate Degree,Professional,1,1911 Pinecrest Dr.,22-10-2013
14620,347,Kayla Patterson,19-10-1968,M,F,kayla34@adventure-works.com,60000,Graduate Degree,Professional,1,4092 Mepham Dr.,01-08-2013
14621,545,Chloe Morris,05-02-1968,S,F,chloe47@adventure-works.com,70000,Bachelors,Professional,1,4827 Gilardy Drive,20-12-2013
14622,312,Brandon Patterson,24-08-1967,M,M,brandon8@adventure-works.com,70000,Partial College,Skilled Manual,1,3415 Oak Grove Road,13-05-2013
14623,359,Benjamin Li,02-10-1973,M,M,benjamin28@adventure-works.com,70000,Partial College,Skilled Manual,1,2212 Sagull Court,06-03-2013
14624,618,Anna Thomas,07-11-1967,M,F,anna48@adventure-works.com,70000,Partial College,Skilled Manual,1,6189 Kirkwood Ct.,28-10-2013
14625,627,Benjamin Simmons,07-09-1967,M,M,benjamin16@adventure-works.com,70000,Partial College,Skilled Manual,1,5030 RaceCt,29-10-2013
14626,51,Jesse Gray,21-11-1966,M,M,jesse6@adventure-works.com,40000,High School,Skilled Manual,1,6161 Teakwood Dr.,05-04-2013
14627,358,Isaiah Hill,12-11-1972,M,M,isaiah37@adventure-works.com,60000,Partial College,Skilled Manual,1,4159 Bayshore Rd.,29-06-2013
14628,543,Carlos Brooks,21-10-1966,M,M,carlos3@adventure-works.com,60000,Partial College,Skilled Manual,0,1490 Daylight Pl.,09-10-2013
14629,612,Blake Hernandez,21-01-1967,M,M,blake27@adventure-works.com,60000,Partial College,Skilled Manual,1,2423 Garland Drive,07-03-2013
14630,329,Isaiah James,04-02-1967,M,M,isaiah7@adventure-works.com,60000,Partial College,Skilled Manual,1,6547 Lexington Road,02-11-2013
14631,69,Logan Flores,15-10-1966,M,M,logan15@adventure-works.com,60000,Partial College,Skilled Manual,1,4396 Greystone Dr,16-07-2013
14632,70,Austin Wang,11-03-1972,M,M,austin21@adventure-works.com,60000,Partial College,Skilled Manual,1,283 Winterberry Ct,01-03-2013
14633,52,Timothy Morgan,06-04-1967,M,M,timothy14@adventure-works.com,60000,Partial College,Skilled Manual,1,3605 Sinclair Ave.,16-02-2013
14634,552,Amber Baker,19-05-1967,M,F,amber17@adventure-works.com,60000,Partial College,Skilled Manual,1,3814 Harvard Drive,30-05-2011
14635,553,Luke Carter,10-10-1965,M,M,luke42@adventure-works.com,40000,High School,Skilled Manual,1,7681 Fern Leaf Lane,08-08-2013
14636,542,Kelly Powell,01-01-1966,M,F,kelly13@adventure-works.com,40000,High School,Skilled Manual,1,9464 Virginia Hills,23-05-2011
14637,607,Dustin Nath,01-09-1976,M,M,dustin19@adventure-works.com,40000,High School,Skilled Manual,0,8920 Corte Poquito,24-09-2013
14638,536,Blake Scott,18-08-1971,S,M,blake31@adventure-works.com,40000,Bachelors,Professional,0,4265 Boxwood Dr,18-12-2013
14639,315,Jeremiah Howard,21-02-1966,M,M,jeremiah43@adventure-works.com,60000,Partial College,Skilled Manual,1,1839 Kelly,15-05-2011
14640,51,Mackenzie Adams,03-03-1973,S,F,mackenzie36@adventure-works.com,50000,Partial College,Skilled Manual,1,9639 Ida Drive,27-07-2013
14641,71,Timothy Turner,15-07-1978,M,M,timothy30@adventure-works.com,50000,Partial College,Skilled Manual,0,655 Bidweld St.,08-04-2013
14642,536,Jeffery Zeng,10-11-1972,S,M,jeffery22@adventure-works.com,50000,Partial College,Skilled Manual,0,1705 9th St.,26-05-2013
14643,616,Eric Simmons,14-07-1972,S,M,eric22@adventure-works.com,50000,Partial College,Skilled Manual,1,9208 St. Germain Lane,03-06-2011
